,0,1
0,46.73,23.536
1,46.73,23.545384615384616
2,46.73,23.55476923076923
3,46.73,23.564153846153847
4,46.73,23.57353846153846
5,46.73,23.582923076923077
6,46.73,23.592307692307692
7,46.73,23.60169230769231
8,46.73,23.611076923076926
9,46.73,23.62046153846154
10,46.73,23.629846153846156
11,46.73,23.63923076923077
12,46.73,23.648615384615386
13,46.73,23.658
14,46.74166666666666,23.536
15,46.74166666666666,23.545384615384616
16,46.74166666666666,23.55476923076923
17,46.74166666666666,23.564153846153847
18,46.74166666666666,23.57353846153846
19,46.74166666666666,23.582923076923077
20,46.74166666666666,23.592307692307692
21,46.74166666666666,23.60169230769231
22,46.74166666666666,23.611076923076926
23,46.74166666666666,23.62046153846154
24,46.74166666666666,23.629846153846156
25,46.74166666666666,23.63923076923077
26,46.74166666666666,23.648615384615386
27,46.74166666666666,23.658
28,46.75333333333333,23.536
29,46.75333333333333,23.545384615384616
30,46.75333333333333,23.55476923076923
31,46.75333333333333,23.564153846153847
32,46.75333333333333,23.57353846153846
33,46.75333333333333,23.582923076923077
34,46.75333333333333,23.592307692307692
35,46.75333333333333,23.60169230769231
36,46.75333333333333,23.611076923076926
37,46.75333333333333,23.62046153846154
38,46.75333333333333,23.629846153846156
39,46.75333333333333,23.63923076923077
40,46.75333333333333,23.648615384615386
41,46.75333333333333,23.658
42,46.765,23.536
43,46.765,23.545384615384616
44,46.765,23.55476923076923
45,46.765,23.564153846153847
46,46.765,23.57353846153846
47,46.765,23.582923076923077
48,46.765,23.592307692307692
49,46.765,23.60169230769231
50,46.765,23.611076923076926
51,46.765,23.62046153846154
52,46.765,23.629846153846156
53,46.765,23.63923076923077
54,46.765,23.648615384615386
55,46.765,23.658
56,46.776666666666664,23.536
57,46.776666666666664,23.545384615384616
58,46.776666666666664,23.55476923076923
59,46.776666666666664,23.564153846153847
60,46.776666666666664,23.57353846153846
61,46.776666666666664,23.582923076923077
62,46.776666666666664,23.592307692307692
63,46.776666666666664,23.60169230769231
64,46.776666666666664,23.611076923076926
65,46.776666666666664,23.62046153846154
66,46.776666666666664,23.629846153846156
67,46.776666666666664,23.63923076923077
68,46.776666666666664,23.648615384615386
69,46.776666666666664,23.658
70,46.78833333333333,23.536
71,46.78833333333333,23.545384615384616
72,46.78833333333333,23.55476923076923
73,46.78833333333333,23.564153846153847
74,46.78833333333333,23.57353846153846
75,46.78833333333333,23.582923076923077
76,46.78833333333333,23.592307692307692
77,46.78833333333333,23.60169230769231
78,46.78833333333333,23.611076923076926
79,46.78833333333333,23.62046153846154
80,46.78833333333333,23.629846153846156
81,46.78833333333333,23.63923076923077
82,46.78833333333333,23.648615384615386
83,46.78833333333333,23.658
84,46.8,23.536
85,46.8,23.545384615384616
86,46.8,23.55476923076923
87,46.8,23.564153846153847
88,46.8,23.57353846153846
89,46.8,23.582923076923077
90,46.8,23.592307692307692
91,46.8,23.60169230769231
92,46.8,23.611076923076926
93,46.8,23.62046153846154
94,46.8,23.629846153846156
95,46.8,23.63923076923077
96,46.8,23.648615384615386
97,46.8,23.658
